title,price,location,Tình trạng,Năm sản xuất,Xuất xứ,Động cơ,Kiểu dáng,Hộp số,Số Km đã đi,Dẫn động,Màu ngoại thất,Màu nội thất,Số cửa,Số chỗ ngồi
Xe Mazda 3 1.5L Luxury	2022,539 Triệu,"Số 212+ 216 đường Trần Hưng Đạo , Tp Hoa Lư Ninh Bình",Xe đã dùng,2022,Trong nước,Xăng 1.5 L,Sedan,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,4 cửa,5 chỗ
Xe Honda CRV L	2025,1 Tỷ 3 Triệu,"197A Nghi Tàm, P Yên Phụ, Q Tây Hồ Hà Nội",Xe mới,2025,Trong nước,Xăng 1.5 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Đỏ,-,5 cửa,7 chỗ
Xe Toyota Corolla Cross 1.8G	2023,680 Triệu,188 - Nguyễn Văn Cừ - Võ Cường - TP. Bắc Ninh Bắc Ninh,Xe đã dùng,2023,Nhập khẩu,Xăng 1.8 L,SUV,Số tự động,"50,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Mitsubishi Xpander Cross 1.5 AT	2021,489 Triệu,"40 Lê Thánh Tông, Ngô Quyền Hải Phòng",Xe đã dùng,2021,Nhập khẩu,Xăng 1.5 L,SUV,Số tự động,"58,068 Km",FWD - Dẫn động cầu trước,Vàng,Đen,5 cửa,7 chỗ
Xe Honda CRV L	2019,750 Triệu,"178 Bình Quới, P28, Q. Bình Thạnh TP HCM",Xe đã dùng,2019,Nhập khẩu,Xăng 1.5 L,SUV,Số tự động,"74,000 Km",FWD - Dẫn động cầu trước,Bạc,Đen,5 cửa,7 chỗ
Xe BMW 5 Series 530i M Sport	2022,2 Tỷ 294 Triệu,"Số 12 Mai Chí Thọ, P. An Lợi Đông, Tp. Thủ Đức TP HCM",Xe mới,2022,Nhập khẩu,Xăng 2.0 L,Sedan,Số tự động,-,RFD - Dẫn động cầu sau,Xám,Đen,4 cửa,5 chỗ
Xe Hyundai Accent 1.4 AT	2023,445 Triệu,"Số 33a, Đường Đê Nông Lâm, Tp Thái Nguyên Thái Nguyên",Xe đã dùng,2023,Trong nước,Xăng 1.4 L,Sedan,Số tự động,"18,000 Km",FWD - Dẫn động cầu trước,Đen,Nhiều màu,4 cửa,5 chỗ
Xe Mercedes Benz C class C300 AMG	2016,680 Triệu,"Số 69, Vũ Đức Thận, Q.Long Biên Hà Nội",Xe đã dùng,2016,Trong nước,Xăng 2.0 L,Sedan,Số tự động,"70,000 Km",RFD - Dẫn động cầu sau,Trắng,Đỏ,4 cửa,5 chỗ
Xe Lexus LX 600 Vip	2025,9 Tỷ 700 Triệu,"Ngã tư Phạm Hùng, Dương Đình Nghệ, P Mỹ Đình 1, Q Nam Từ Liêm Hà Nội",Xe mới,2025,Nhập khẩu,Xăng 3.4 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Trắng,Nâu,5 cửa,4 chỗ
Xe Toyota Camry 2.4G	2007,243 Triệu,Thanh hoá Thanh Hóa,Xe đã dùng,2007,Trong nước,Xăng 2.4 L,Sedan,Số tự động,"156,000 Km",FWD - Dẫn động cầu trước,Đen,Kem,4 cửa,5 chỗ
Xe Ford Fiesta S 1.5 AT	2015,275 Triệu,Tp. Hồ chí minh TP HCM,Xe đã dùng,2015,Trong nước,Xăng 1.5 L,Hatchback,Số tự động,"63,000 Km",FWD - Dẫn động cầu trước,Bạc,Đen,5 cửa,5 chỗ
